status;duration;credit_history;purpose;amount;savings;employment_duration;installment_rate;personal_status_sex;other_debtors;present_residence;property;age;other_installment_plans;housing;number_credits;job;people_liable;telephone;foreign_worker;credit_risk
no checking account;8;all credits at this bank paid back duly;business;1164;unknown/no savings account;greater than 7 yrs;from 25 to 20;male : married/widowed;none;greater than 7 yrs;real estate;51;bank;own;2.Mar;manager/self-empl./highly qualif. employee;3 or more;yes (under customer name);no;1
no checking account;36;all credits at this bank paid back duly;car (used);6229;unknown/no savings account;less than 1 yr;less than 20;female : non-single or male : single;co-applicant;greater than 7 yrs;real estate;23;none;for free;2.Mar;unskilled - resident;0 to 2;yes (under customer name);no;0
no checking account;24;critical account/other credits elsewhere;others;1193;unknown/no savings account;unemployed;greater than 35;female : non-single or male : single;co-applicant;greater than 7 yrs;real estate;29;none;for free;2.Mar;unemployed/unskilled - non-resident;0 to 2;no;no;0
no checking account;30;delay in paying off in the past;car (used);4583;unknown/no savings account;from 1 to 4 yrs;from 35 to 25;male : divorced/separated;guarantor;from 1 to 4 yrs;unknown / no property;32;none;rent;2.Mar;skilled employee/official;0 to 2;no;no;1
no checking account;36;all credits at this bank paid back duly;car (used);5371;unknown/no savings account;from 1 to 4 yrs;from 25 to 20;male : married/widowed;guarantor;from 1 to 4 yrs;car or other;28;none;rent;2.Mar;skilled employee/official;0 to 2;no;no;1
no checking account;12;no credits taken/all credits paid back duly;car (used);708;unknown/no savings account;from 1 to 4 yrs;from 35 to 25;male : married/widowed;guarantor;from 4 to 7 yrs;car or other;38;none;rent;1;unskilled - resident;3 or more;no;no;1
no checking account;21;all credits at this bank paid back duly;others;571;unknown/no savings account;greater than 7 yrs;less than 20;male : married/widowed;none;greater than 7 yrs;unknown / no property;65;none;rent;2.Mar;skilled employee/official;0 to 2;no;no;1
no checking account;30;no credits taken/all credits paid back duly;furniture/equipment;2522;unknown/no savings account;greater than 7 yrs;greater than 35;male : married/widowed;guarantor;from 4 to 7 yrs;car or other;39;none;rent;1;skilled employee/official;3 or more;no;no;1
no checking account;36;no credits taken/all credits paid back duly;car (used);5179;unknown/no savings account;from 4 to 7 yrs;less than 20;male : married/widowed;none;from 1 to 4 yrs;car or other;29;none;rent;1;skilled employee/official;0 to 2;no;no;0
no checking account;36;no credits taken/all credits paid back duly;car (new);8229;unknown/no savings account;from 1 to 4 yrs;from 35 to 25;male : married/widowed;none;from 1 to 4 yrs;car or other;26;none;rent;1;skilled employee/official;3 or more;no;no;0
.greater than 200;24;all credits at this bank paid back duly;car (used);2028;unknown/no savings account;from 4 to 7 yrs;from 35 to 25;male : married/widowed;none;from 1 to 4 yrs;car or other;30;none;rent;2.Mar;unskilled - resident;0 to 2;no;no;1
no checking account;6;no credits taken/all credits paid back duly;others;1374;greater than 1000;unemployed;less than 20;female : non-single or male : single;none;from 4 to 7 yrs;car or other;75;none;rent;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;1
no checking account;12;no credits taken/all credits paid back duly;car (used);1289;unknown/no savings account;from 1 to 4 yrs;less than 20;male : married/widowed;guarantor;less than 1 yr;car or other;21;none;rent;1;unskilled - resident;0 to 2;no;no;1
no checking account;36;no credits taken/all credits paid back duly;car (used);2712;unknown/no savings account;greater than 7 yrs;from 35 to 25;male : married/widowed;none;from 1 to 4 yrs;car or other;41;bank;rent;1;skilled employee/official;3 or more;no;no;0
no checking account;15;all credits at this bank paid back duly;car (used);975;unknown/no savings account;from 1 to 4 yrs;from 35 to 25;male : divorced/separated;none;from 4 to 7 yrs;car or other;25;none;rent;2.Mar;skilled employee/official;0 to 2;no;no;1
less than 0;6;existing credits paid back duly till now;car (used);1050;unknown/no savings account;unemployed;less than 20;male : married/widowed;none;less than 1 yr;car or other;35;stores;rent;2.Mar;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);yes;1
no checking account;6;all credits at this bank paid back duly;others;609;unknown/no savings account;from 4 to 7 yrs;less than 20;female : non-single or male : single;none;from 4 to 7 yrs;car or other;37;none;rent;2.Mar;skilled employee/official;0 to 2;no;no;1
no checking account;48;no credits taken/all credits paid back duly;car (new);4788;unknown/no savings account;from 4 to 7 yrs;less than 20;male : married/widowed;none;from 4 to 7 yrs;car or other;26;none;rent;1;skilled employee/official;3 or more;no;no;1
less than 0;24;no credits taken/all credits paid back duly;car (used);3069;less than 100;greater than 7 yrs;less than 20;male : married/widowed;none;greater than 7 yrs;real estate;30;none;own;1;skilled employee/official;0 to 2;no;no;1
less than 0;12;no credits taken/all credits paid back duly;others;836;less than 100;less than 1 yr;less than 20;female : non-single or male : single;none;from 1 to 4 yrs;car or other;23;bank;rent;1;unskilled - resident;0 to 2;no;no;0
no checking account;12;no credits taken/all credits paid back duly;car (used);2577;unknown/no savings account;from 1 to 4 yrs;from 35 to 25;male : divorced/separated;none;less than 1 yr;building soc. savings agr./life insurance;42;none;rent;1;skilled employee/official;0 to 2;no;no;1
no checking account;12;no credits taken/all credits paid back duly;car (used);1620;unknown/no savings account;from 1 to 4 yrs;from 35 to 25;female : non-single or male : single;co-applicant;from 4 to 7 yrs;car or other;30;none;rent;1;skilled employee/official;0 to 2;no;no;1
no checking account;15;no credits taken/all credits paid back duly;car (used);1845;unknown/no savings account;less than 1 yr;less than 20;female : non-single or male : single;guarantor;less than 1 yr;car or other;46;none;for free;1;skilled employee/official;0 to 2;no;no;1
no checking account;24;no credits taken/all credits paid back duly;car (new);6579;unknown/no savings account;unemployed;less than 20;male : married/widowed;none;from 1 to 4 yrs;real estate;29;none;own;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;1
no checking account;12;no credits taken/all credits paid back duly;others;1893;unknown/no savings account;from 1 to 4 yrs;less than 20;female : non-single or male : single;guarantor;greater than 7 yrs;car or other;29;none;rent;1;skilled employee/official;0 to 2;yes (under customer name);no;1
no checking account;30;all credits at this bank paid back duly;car (new);10623;unknown/no savings account;greater than 7 yrs;from 25 to 20;male : married/widowed;none;greater than 7 yrs;real estate;38;none;own;4.May;manager/self-empl./highly qualif. employee;3 or more;yes (under customer name);no;1
no checking account;18;no credits taken/all credits paid back duly;others;2249;less than 100;from 4 to 7 yrs;less than 20;male : married/widowed;none;from 4 to 7 yrs;building soc. savings agr./life insurance;30;none;rent;1;manager/self-empl./highly qualif. employee;3 or more;yes (under customer name);no;1
no checking account;30;no credits taken/all credits paid back duly;car (used);3108;unknown/no savings account;less than 1 yr;from 35 to 25;male : divorced/separated;none;greater than 7 yrs;car or other;31;none;rent;1;unskilled - resident;0 to 2;no;no;0
less than 0;12;all credits at this bank paid back duly;others;958;unknown/no savings account;from 4 to 7 yrs;from 35 to 25;male : married/widowed;none;from 4 to 7 yrs;unknown / no property;47;none;rent;2.Mar;unskilled - resident;3 or more;no;no;1
.greater than 200;24;no credits taken/all credits paid back duly;car (new);9277;greater than 1000;from 1 to 4 yrs;from 35 to 25;male : divorced/separated;none;greater than 7 yrs;real estate;48;none;own;1;skilled employee/official;0 to 2;yes (under customer name);no;1
.greater than 200;24;all credits at this bank paid back duly;business;6314;unknown/no savings account;unemployed;less than 20;male : married/widowed;co-applicant;from 1 to 4 yrs;real estate;27;bank;rent;2.Mar;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;1
no checking account;12;all credits at this bank paid back duly;car (new);1526;unknown/no savings account;greater than 7 yrs;less than 20;male : married/widowed;none;greater than 7 yrs;real estate;66;none;own;2.Mar;manager/self-empl./highly qualif. employee;0 to 2;no;no;1
no checking account;12;no credits taken/all credits paid back duly;car (used);3590;unknown/no savings account;from 1 to 4 yrs;from 35 to 25;male : married/widowed;co-applicant;from 1 to 4 yrs;car or other;29;none;rent;1;unskilled - resident;3 or more;no;no;1
no checking account;24;all credits at this bank paid back duly;car (new);6615;unknown/no savings account;unemployed;from 35 to 25;male : married/widowed;none;greater than 7 yrs;real estate;75;none;own;2.Mar;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;1
no checking account;6;all credits at this bank paid back duly;car (used);1872;unknown/no savings account;unemployed;less than 20;male : married/widowed;none;greater than 7 yrs;real estate;36;none;own;4.May;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;1
.greater than 200;12;no credits taken/all credits paid back duly;others;2859;greater than 1000;unemployed;less than 20;male : married/widowed;none;greater than 7 yrs;real estate;38;none;rent;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;1
.greater than 200;18;all credits at this bank paid back duly;furniture/equipment;1582;from 500 to 1000;greater than 7 yrs;less than 20;male : married/widowed;none;greater than 7 yrs;building soc. savings agr./life insurance;46;none;rent;2.Mar;skilled employee/official;0 to 2;no;no;1
.greater than 200;6;no credits taken/all credits paid back duly;vacation;1238;greater than 1000;unemployed;less than 20;male : married/widowed;none;greater than 7 yrs;car or other;36;none;rent;1;manager/self-empl./highly qualif. employee;3 or more;yes (under customer name);no;1
no checking account;12;no credits taken/all credits paid back duly;car (used);2578;unknown/no savings account;unemployed;from 25 to 20;female : non-single or male : single;none;greater than 7 yrs;real estate;55;none;own;1;manager/self-empl./highly qualif. employee;0 to 2;no;no;1
no checking account;15;all credits at this bank paid back duly;car (used);1433;unknown/no savings account;from 1 to 4 yrs;less than 20;female : non-single or male : single;none;from 4 to 7 yrs;car or other;25;none;for free;2.Mar;skilled employee/official;0 to 2;no;no;1
no checking account;42;no credits taken/all credits paid back duly;car (used);7882;unknown/no savings account;from 4 to 7 yrs;from 35 to 25;male : married/widowed;guarantor;greater than 7 yrs;car or other;45;none;own;1;skilled employee/official;3 or more;no;no;1
no checking account;24;no credits taken/all credits paid back duly;car (used);4169;unknown/no savings account;from 1 to 4 yrs;less than 20;male : married/widowed;none;greater than 7 yrs;car or other;28;none;rent;1;skilled employee/official;0 to 2;no;no;1
no checking account;36;no credits taken/all credits paid back duly;car (used);3959;unknown/no savings account;unemployed;less than 20;male : married/widowed;none;from 4 to 7 yrs;car or other;30;none;rent;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;1
no checking account;36;no credits taken/all credits paid back duly;others;3249;unknown/no savings account;from 4 to 7 yrs;from 35 to 25;male : married/widowed;none;greater than 7 yrs;real estate;39;bank;own;1;manager/self-empl./highly qualif. employee;3 or more;yes (under customer name);no;1
no checking account;24;no credits taken/all credits paid back duly;car (used);3149;unknown/no savings account;less than 1 yr;less than 20;male : married/widowed;none;less than 1 yr;real estate;22;bank;own;1;skilled employee/official;0 to 2;no;no;1
no checking account;12;all credits at this bank paid back duly;car (used);2246;unknown/no savings account;greater than 7 yrs;from 25 to 20;male : married/widowed;none;from 4 to 7 yrs;car or other;60;none;rent;2.Mar;skilled employee/official;0 to 2;no;no;0
no checking account;13;all credits at this bank paid back duly;retraining;1797;unknown/no savings account;less than 1 yr;from 25 to 20;male : married/widowed;none;less than 1 yr;car or other;28;bank;rent;2.Mar;unskilled - resident;0 to 2;no;no;1
